"COMPANY_NAME"	"IS_DEALER"	"ACCOUNT_CODE"	"POSTAL_ADDRESS"	"STATEMENT_EMAIL"	"STATEMENT_FAX"	"STATEMENT_DELIVERY"	"COMMISSION"	"DAYS_TO_PAY"	"M_CURRENCY"	"LAST_CLOSE_BALANCE"	"LAST_CLOSE_CURRENCY"	"LAST_CLOSE_MONTH"	"COMMISSION_BUDGETLINER"	"COMMISSION_SLEEPLINER"	"CONTROLLER"	"COUNTRY"	"EXPORT_DEBTORS"	"IS_CURRENT"	"VAT_NUMBER"	"DEBTOR_TYPE"	"BILLING_PERIOD"	"STATEMENT_DETAILS"	"ACC_CONTACT_PERSON"	"DATE_CREATED"	"RELATED_PARTY"	"LAST_UPDATED"	"LAST_SYNC"	"SAGE_SITE"	"CC_ACCOUNT_NO"	"COMMISSION_BAGGAGE"	"INV_CUTOFF"	"TERMS"	"CREDIT_LIMIT"	"PAYMENT_DATE"	"CUTOFF_DAY"	"PAYMENT_DAY"	"NORMAL_LIMIT_APPROVED_BY"	"SPECIAL_CREDIT_LIMIT"	"SPECIAL_LIMIT_APPROVED_BY"	"SPECIAL_LIMIT_EXPIRY_DATE"	"SHOPPING_BASKET_RESTRICTION"	"STATEMENT_REMINDER"
"Martinus Johannes van NiekerkW"	"Y"	"1352"	"PO Box 1109
Shop 13, Pick a Pay Centre
Warmbaths
0480
vans@wweb.co.za
"	"overkruin@telkomsa.net"	"0147363600"	"F"	10		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	16/MAY/05	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Koffee Nook"	"Y"	"1357"	"thenook@telkomsa.net"	""	""	"N"	10		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	01/DEC/05	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Waterberg Travel"	"Y"	"1358"	"PO Box 3506
52 Field Street
Nylstroom
0510


Rika van der Skuyf
Ph: 041-7172045"	"wrvds@telkomsa.net"	"0417171185"	"N"	10		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	11/APR/07	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Sure Stellenbosch Travel"	"Y"	"1359"	"PO Box 118
58A Bird Street
Stellenbosch
7600



VAT NR.4630105494"	"accounts.steltrav@galileosa.co.za"	"(021) 887 1689"	"E"	10		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"N"	""	"B"	"W"	"N"	""	10/NOV/05	"N"	01/OCT/14		""	""	20	""			""				0			"N"	"Y"
"Willie Victor"	"Y"	"1362"	""	"accounts@intercape.co.za"	""	"E"	10		"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Total Cannon Hill (W)"	"Y"	"1366"	""	"sandradp@telkomsa.net"	"27 041 992 2895"	"E"	11	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4550193371"	"B"	"W"	"Y"	""	01/DEC/05	"N"	12/OCT/16	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Be Legal Carletonville"	"Y"	"1369"	"belts@mweb.co.za"	""	""	"N"	10		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HWT Westville"	"Y"	"1370"	""	"suzanne.dubber@harveyworld.co.za"	""	"E"	12		"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	30/MAR/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Ticket Net"	"Y"	"1371"	""	"accounts@intercape.co.za"	""	"E"	10		"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Club Travel Zoo Lake"	"Y"	"1372"	"Suite 86, Private Bag x7
Shop 9, The Village, 60 Tyrone Ave, Parkview
Johannesburg
2122
VAT Number:4090194186"	"riaan.goosen@clubtravel.co.za"	"(011) 6467494"	"E"	12		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4090194186"	"B"	"W"	"Y"	""	23/JUN/08	"N"	12/OCT/16	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Terra Mae"	"Y"	"1374"	""	"terra-mae@worldonline.co.za"	""	"N"	10		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"N"	""	"B"	"W"	"N"	""	03/JAN/06	"N"	01/OCT/14		""	""	20	""			""				0			"N"	"Y"
"HWT Rivonia"	"Y"	"1375"	"julie.burger@harveyworld.co.za"	""	""	"N"	12		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	25/JUL/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Leparie Properties"	"Y"	"1376"	""	"loparis@lantic.net"	""	"E"	10		"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Suid Kaap Kollege"	"Y"	"1380"	"Posbus 534
Adderleystraat, Oudtshoorn
Oudshoorn
6620"	"odncollege@mweb.co.za"	"(044) 279 2463"	"N"	5		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HWT Berea"	"Y"	"1382"	"P.O Box 35120
Shop 1, Gallo House, 136 Cowey Road Berea
Northway
4065"	"michelledw@harveyworld.co.za"	"(031) 309 5002"	"N"	12		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HWT Stanger"	"Y"	"1384"	""	"accounts@intercape.co.za"	""	"N"	10		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HWT Twin Palms"	"Y"	"1390"	""	"accounts@intercape.co.za"	""	"E"	12		"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Bontebok Tours & Travel"	"Y"	"1393"	""	"bonteboktours@worldonline.co.za"	""	"E"	10		"S.A. Rand"		""				"A"	"S"	"Y"	"N"	""	"B"	"W"	"N"	""	01/DEC/04	"N"	01/OCT/14		""	""	20	""			""				0			"N"	"Y"
"Oxigym (The Health Shop)"	"Y"	"1395"	"P.O Box 329
Queens Mall
Oudtshoorn
6620"	"oxigim@mweb.co.za"	""	"N"	10		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HWT Shelly Beach"	"Y"	"1396"	"PO Box 692
Shelly Centre, Marine Drive
ShellyBeach
4265
beulah@harveyworld.co.za"	"beulah.lowe@harveyworld.co.za"	"(039) 315 6187"	"E"	12	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4240124893"	"B"	"W"	"N"	""	20/MAR/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Adventure Village"	"Y"	"1398"	""	""	""	""	10		"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HWT Debut"	"Y"	"1399"	"P.O. Box 13401
157 Victoria Road
Pietermaritzburg
3202



sue.clothier@harveyworld.co.za"	"account.cascades@harveyworld.co.za"	"(033) 345 8725"	"E"	12		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	10/FEB/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Get Moving"	"Y"	"1401"	""	"iti26044@mweb.co.za"	""	"E"	10		"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HWT Oudtshoorn (M)"	"Y"	"1402"	"PO Box 1354
Prince Vincent Building,125 Church Str
Oudtshoorn
6620"	"elmarie.venter@harveyworldsa.co.za"	"(044) 272 3161"	"E"	12	30	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4460109848"	"B"	"M"	"N"	""	03/JAN/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Argo Icarus Travel"	"Y"	"1404"	"P.O. Box 784527
Shop U26,Village Walk, Cnr of Rivonia/ Maude Street
Sandton
2146
(011) 884 4104"	""	"(011) 884 4104"	"N"	12		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4860163916"	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Scottburgh travel"	"Y"	"1405"	"P.O. Box 419
Shop 5, Coastline Centre, Scott Street
Scottburgh
4180
NB! Weekly payments structure NB!"	"hollym.turners@galileosa.co.za"	"(039) 978 1684"	"F"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4800108336"	"B"	"W"	"Y"	""	27/OCT/05	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SAACC Park Travel Agency"	"Y"	"1406"	"P.O. Box 9
812 Park street
Pretoria
0001"	"odette@parktravel.co.za"	"(012) 343 1599"	"E"	10		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4040106686"	"B"	"W"	"N"	""	18/MAY/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Ultra City Kroonstad (M)"	"Y"	"1407"	"P.O. Box 138
N1 North, Eastern Bypass
Kroonstad
9500"	"travel@uckroonstad.co.za"	" (056) 213 2852"	"E"	10	30	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4600107371"	"B"	"M"	"Y"	""	03/JAN/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Flamwood Travel"	"Y"	"1408"	"P.O. Box 7319
44 Liza Road Flamwood
Flamwood
Klerksdorp
2572"	"flamtrvl@lantic.net"	"(018) 468 7545"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"Not registered"	"B"	"W"	"Y"	""	03/JAN/06	"N"	13/MAY/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"JLK Investments"	"Y"	"1409"	""	""	""	""	10		"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HWT Nelspruit"	"Y"	"1410"	"P.O. Box 542
Shop 40 Riverside Mall
Nelspruit
1200"	"linda.glyn-cuthbert@harveyworld.co.za"	"(013) 757 1487"	"N"	12		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4220106209"	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SAA City Centre Fourways"	"Y"	"1412"	"P.O. Box 67600
Shop G2, Entrance 1, Fourways Mall
Bryanston
Fourways
2021"	"rmagee.magic@za.amadeus.net"	"(011) 465 8480"	"N"	12		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HWT Jeffreys Bay (M)"	"Y"	"1414"	"7 Da Gama Building, 28 Da Gama Street
Jeffreys Bay
6330"	"accounts@seagulltours.co.za"	"0422932792"	"E"	12	30	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4110211465"	"B"	"M"	"N"	""	03/JAN/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SAA City Centre Skylink Travel"	"Y"	"1416"	""	"rakeshm.skylink@galileosa.co.za"	""	"E"	10		"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"NCO Travel and Tourism Agency"	"Y"	"1418"	""	"info@ncotravelandtourism.co.za"	""	"E"	10		"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Izinga Transport Management"	"Y"	"1419"	"P.O. Box 5047
13 Market Street, Shop 6
Halfway House
1685"	"brett@izinga.com,anneline@izinga.com"	"(011) 312 1157"	"E"	10		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"N"	""	"B"	"W"	"N"	""	06/MAR/06	"N"	01/OCT/14		""	""	20	""			""				0			"N"	"Y"
"Hylton Ross Tours (Pty) Ltd"	"Y"	"1421"	"P.O. BOX 287
PAARDEN EILAND
7405
NB! WEEKLY PAYMENT STRUCTURE NB!"	"creditors@hyltonross.co.za"	"0215112401"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"N"	""	"B"	"W"	"Y"	""	01/JAN/06	"N"	01/OCT/14		""	""	20	""			""				0			"N"	"Y"
"Matopo Tours and Travel (M)"	"Y"	"1423"	"P.O. Box 151
357 Gibson Road, Victoria Falls
Victoria Falls
Zimbabwe
NB! THANK YOU FOR YOUR PROMPT PAYMENT NB!"	"beanvicfalls@gmail.com"	"263 13 42209"	"E"	10		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"M"	"N"	""	10/MAR/05	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Travel Beyond"	"Y"	"1425"	"lieslb@worldonline.co.za"	""	""	"N"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	13/JAN/05	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Global Choices (Pty) Ltd (M)"	"Y"	"1426"	"Postnet Suite 88
Private Bag X51
Rivonia
2126
VAT Number:4840201000"	"shane@globalchoices.co.za"	""	"E"	10	30	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4840201000"	"B"	"M"	"N"	""	03/JAN/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HWT Howick"	"Y"	"1429"	"Harvey World Travel Howick
P.O. Box 56
Howick
3290
marcel.bouwer@harveyworld.co.za"	""	"(033) 3303 262"	"f"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Long Street Travel Centre (M)"	"Y"	"1432"	"Long Street Travel Centre
P.O. Box 15346
Vlaeberg
8078"	"longstbp@mweb.co.za"	""	"E"	10		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	05/JAN/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SAA City Centre Avoca Travel"	"Y"	"1435"	"P.O. Box 3319
Durban
4000"	"pat@avocatravels.co.za"	"(021) 462 4601"	"N"	12	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4510115530"	"B"	"W"	"N"	""	05/JUL/07	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Proe-i-Biekie (M)"	"Y"	"1436"	"Posbus 144
Voortrekkerstraat 13
Pofadder
8890
054 933 0450
Betaal in STD rekening in."	"3riaan@gmail.com"	"0549330310"	"F"	10	30	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4240193179"	"B"	"M"	"Y"	""	31/JAN/06	"N"	12/OCT/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"African Imprint Travel"	"Y"	"1437"	"P.O. Box 59767
Karinpark
0118
cwolmarans@siatravel.co.za


0125421911(ph)"	"rbotha@saitravel.co.za"	"0866885668"	"F"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	03/DEC/05	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SAACC Malek Travel and Tours"	"Y"	"1438"	"P.O. Box 2935
Durban
4000"	"lalitha@malek.co.za"	"(031) 207 2409"	"E"	12	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4500145893"	"B"	"W"	"N"	""	06/APR/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Black Moutin Trading Store"	"Y"	"1440"	"P.O. Box 160
Aggeneys 
8893"	""	"(054) 983 2439"	"N"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"N"	""	"B"	"W"	"N"	""		"N"	01/OCT/14		""	""	20	""			""				0			"N"	"Y"
"SAA City Centre Hatfield Trave"	"Y"	"1441"	"P.O. Box 57160
Arcadia
0007"	"glen1.hatfield@galileosa.co.za"	"(012) 362 7211"	"E"	12	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Overseas Visitors Club"	"Y"	"1444"	"Shop 9
50 Durban Road
Scotsville 
Pietermartizburg 3201"	"ovcpmb@galileosa.co.za"	""	"E"	20		"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Mamiya Travel and Tours"	"Y"	"1446"	"P.O Box 23
Guguletu
7750

Cell:0837340413"	"mamiyatravel@hotmail.com"	""	"E"	5	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"N"	""	"B"	"W"	"N"	""	12/MAY/06	"N"	01/OCT/14		""	""	20	""			""				0			"N"	"Y"
"Whitehouse Stanger (W)"	"Y"	"1447"	"P.O Bo 642
Stanger
4450
NB! WEEKLY PAYMENT STRUCTURE NB!"	"shirazt@mweb.co.za"	"(032) 552 3967"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4270238746"	"B"	"W"	"N"	""	03/JAN/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Supersonic Travel Gauteng"	"Y"	"1449"	"P.O. Box 26032
Arcadia
Pretoria
0007
 debtors2@intercape.co.za/super@smartnet.co.za"	""	"012 313 2500"	"N"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	10/APR/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Supersonic Travel Simons Town"	"Y"	"1450"	""	"erica.angelica@supersonictravel.co.za"	""	"E"	10	7	"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Trips Away Travel"	"Y"	"1451"	"PO Box 48231
Roosevelt Park
2129"	"monikas.tripsaway@galileosa.co.za"	""	"E"	10	7	"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Salty Waters (W)"	"Y"	"1452"	"P.O. Box 142
Delareyville
2770
NB! THANK YOU FOR YOUR PROMPT PAYMENT NB!"	"isak@mtnloaded.co.za ;  jcpt@mweb.co.za ; 0837040680@mymtnmail.co.za ; salty@mymtnmail.co.za"	"0866 710715"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4220213088"	"B"	"W"	"Y"	""	11/NOV/05	"N"	12/MAY/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Mariental Fuel Centre"	"Y"	"1454"	"P.O Box 114
Mariental
9000

Tel 0026463242138"	"chrisnel@iway.na"	"09264 63 240355"	"E"	10	7	"Namibia Dollar"		""		0	0	"B"	"N"	"Y"	"Y"	"2620808015"	"B"	"W"	"N"	""	06/JAN/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HWT East London"	"Y"	"1455"	"P.o. Box 8051
Nahoon
5210
lesleyp@galileosa.co.za"	""	"043 735 1541"	"N"	12	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SAA City Centre Tokai"	"Y"	"1456"	"P.O Box 30317
Tokai
7966
laras.tokai@galileosa.co.za"	""	"021 715 8810"	"N"	12	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"EFSA Institute"	"Y"	"1458"	"P.O. Box 3103
24 Longitolia
Stellenbosch
7602"	"efsa@sun.ac.za"	"021 880 1735"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"N"	""	"B"	"W"	"N"	""	23/JAN/06	"N"	01/OCT/14		""	""	20	""			""				0			"N"	"Y"
"Sedgefield Travel"	"Y"	"1459"	"P.O. Box 80
Sedgefield"	"erinak.sedgefield@galileosa.co.za"	""	"E"	10		"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SAA City Center ERM Travel"	"Y"	"1460"	"SAA City Center ERM Travel
P.O. Box 6737
Roggebaai
8012"	"jenny@ermcapetown.co.za"	"021 421 7444"	"E"	12	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4130124633"	"B"	"W"	"N"	""	05/JAN/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"FNB Scion"	"Y"	"1463"	"P.O.Box 50974
Randburg
2125"	"cvatis@fnb.co.za"	" 011 889 5107"	"N"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Perry Cellular CC"	"Y"	"1464"	"P.O. Box 566
Kasselsvlei
7533"	"info@perrycell.co.za"	""	"E"	10	7	"S.A. Rand"		""				"A"	"S"	"Y"	"N"	""	"B"	"W"	"N"	""	01/DEC/05	"N"	01/OCT/14		""	""	20	""			""				0			"N"	"Y"
"Made in Africa Features"	"Y"	"1467"	"P.O Box 21685
Kloof Street
8008"	"accounts@intercape.co.za"	""	"E"	10	7	"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HWT Pretoria CBD"	"Y"	"1468"	"P.O. Box 95702
Waterkloof
0145"	"laura.rip@harveyworld.co.za"	"012 3410708"	"E"	12	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	22/DEC/05	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Total Cradock"	"Y"	"1470"	""	"struwig@eastcape.net"	""	"E"	10	7	"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Connex Travel Pty Ltd- P.E."	"Y"	"1471"	"P.O. Box 27285
Greenacres
6057
zackp@connex.co.za
NB! WEEKLY PAYMENT STRUCTURE NB!"	"payments@bcdtravel.co.za"	"0865880633"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4180116875"	"B"	"W"	"Y"	""	17/NOV/04	"N"	08/FEB/17	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HWT Brits"	"Y"	"1474"	"P.O. Box 2657
Brits
0250

jaco.hough@harveyworld.co.za"	""	""	"N"	12	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	15/DEC/05	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Lelik se Snoepie"	"Y"	"1476"	"P.O. Box 217
Groblershoop
8820

No fax number any more. Must phone Mrs Buys at 0828244035 if any problem."	"melanies@intercape.co.za"	"0548330313"	"f"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"Y"	""	27/JAN/06	"N"	14/MAY/15	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Trip Travel Swakopmund"	"Y"	"1477"	"P.O. Box 882
Swakopmund
Namibia


Tel 00264644404031"	"lynn@trip.com.na,cadia@trip.com.na "	"0026464402114"	"E"	10	7	"Namibia Dollar"		""		0	0	"A"	"N"	"Y"	"Y"	"3597015"	"B"	"W"	"N"	""	23/FEB/09	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Trip Travel Windhoek"	"Y"	"1478"	"P.O. Box 100
Windhoek
Namibia

Tel 00264612855700
Shaneez"	"bianca@trip.com.na"	"09264 61 225430"	"E"	10	7	"Namibia Dollar"		""		0	0	"B"	"N"	"Y"	"Y"	"3635015"	"B"	"W"	"N"	""	03/JAN/06	"N"	04/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"A - Z Travel (W)"	"Y"	"1480"	"P.O Box 10696
Klerksdorp
2570
NB! Weekly payments structure NB!"	"glenda@a2ztravel.co.za"	"018 462 2513"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"Not Registered"	"B"	"W"	"Y"	""	15/AUG/05	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Midlands Travel and Tours"	"Y"	"1482"	"P.O. Box 726
Luxmi
3207"	"debtors2@intercape.co.za"	""	"E"	10	7	"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""		"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"HWT Bedordview"	"Y"	"1484"	"P.O. Box 1794
Bedfordview
2008
011-4545883
011-4546035
kenneth.makatu@harveyworldtravel.co.za"	""	"011 454 6035"	"N"	12	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	""	25/MAR/06	"N"	01/OCT/14	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Pro Tours"	"Y"	"1485"	"Posbus 50370
Waterfront
8001"	"debtors@intercape.co.za"	"021 449 2284"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"N"	""	"B"	"W"	"N"	""		"N"	01/OCT/14		""	""	20	""			""				0			"N"	"Y"
"Aquila Insurance and Healthcar"	"Y"	"1487"	"P.O. Box 21201
Durrheim
7940"	"pierre@aquila.co.za"	"021 946 1805"	"N"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"N"	""	"B"	"W"	"N"	""	09/MAY/07	"N"	01/OCT/14		""	""	20	""			""				0			"N"	"Y"
